symbol,isin,stock_name,issuer_name,face_value,country,industry,outstanding_shares,
UCOBANK,INE691A01018,UCO Bank,UCO Bank,10,INDIA,FINANCIAL SERVICES,BANKS - PUBLIC SECTOR,
UFLEX,INE516A01017,UFLEX Limited,UFLEX Limited,10,INDIA,INDUSTRIAL MANUFACTURING,PACKAGING,
UFO,INE527H01019,UFO Moviez India Limited,UFO Moviez India Limited,10,INDIA,,#N/A,
UGARSUGAR,INE071E01023,The Ugar Sugar Works Limited,The Ugar Sugar Works Limited,1,INDIA,CONSUMER GOODS,SUGAR,
UJAAS,INE899L01022,Ujaas Energy Limited,Ujaas Energy Limited,1,INDIA,,#N/A,
UJJIVAN,INE334L01012,Ujjivan Financial Services Limited,Ujjivan Financial Services Limited,10,INDIA,FINANCIAL SERVICES,FINANCE - GENERAL,
ULTRACEMCO,INE481G01011,UltraTech Cement Limited,UltraTech Cement Limited,10,INDIA,CEMENT & CEMENT PRODUCTS,CEMENT - MAJOR,
UMANGDAIRY,INE864B01027,Umang Dairies Limited,Umang Dairies Limited,5,INDIA,,#N/A,
UMESLTD,INE240C01028,Usha Martin Education & Solutions Limited,Usha Martin Education & Solutions Limited,1,INDIA,,#N/A,
UNICHEMLAB,INE351A01035,Unichem Laboratories Limited,Unichem Laboratories Limited,2,INDIA,PHARMA,PHARMACEUTICALS,
UNIENTER,INE037A01022,Uniphos Enterprises Limited,Uniphos Enterprises Limited,2,INDIA,,#N/A,
UNIINFO,INE481Z01011,,,,INDIA,,#N/A,
UNIONBANK,INE692A01016,Union Bank of India,Union Bank of India,10,INDIA,FINANCIAL SERVICES,BANKS - PUBLIC SECTOR,
UNIPLY,INE950G01023,Uniply Industries Limited,Uniply Industries Limited,10,INDIA,,#N/A,
UNITECH,INE694A01020,Unitech Limited,Unitech Limited,2,INDIA,CONSTRUCTION,CONSTRUCTION & CONTRACTING - CIVIL,
UNITEDBNK,INE695A01019,United Bank of India,United Bank of India,10,INDIA,FINANCIAL SERVICES,BANKS - PUBLIC SECTOR,
UNITY,INE466H01028,Unity Infraprojects Limited,Unity Infraprojects Limited,2,INDIA,CONSTRUCTION,#N/A,
UNIVCABLES,INE279A01012,Universal Cables Limited,Universal Cables Limited,10,INDIA,,#N/A,
UPL,INE628A01036,UPL Limited,UPL Limited,2,INDIA,FERTILISERS & PESTICIDES,CHEMICALS,
URJA,INE550C01020,Urja Global Limited,Urja Global Limited,1,INDIA,,#N/A,
USHAMART,INE228A01035,Usha Martin Limited,Usha Martin Limited,1,INDIA,,#N/A,
USHERAGRO,INE235G01011,Usher Agro Limited,Usher Agro Limited,10,INDIA,,#N/A,
UTIFEFRGR4,INF789FC1T29,,,,INDIA,,#N/A,
UTINEXT50,INF789FC1N82,,,,INDIA,,#N/A,
UTINIFTETF,INF789FB1X41,,,,INDIA,,#N/A,
UTTAMSTL,INE699A01011,Uttam Galva Steels Limited,Uttam Galva Steels Limited,10,INDIA,METALS,#N/A,
UTTAMSUGAR,INE786F01031,Uttam Sugar Mills Limited,Uttam Sugar Mills Limited,10,INDIA,CONSUMER GOODS,SUGAR,
UVSL,INE292A01023,Uttam Value Steels Limited,Uttam Value Steels Limited,1,INDIA,METALS,#N/A,
V2RETAIL,INE945H01013,V2 Retail Limited,V2 Retail Limited,10,INDIA,CONSUMER GOODS,RETAIL,
VADILALIND,INE694D01016,Vadilal Industries Limited,Vadilal Industries Limited,10,INDIA,,#N/A,
VAIBHAVGBL,INE884A01019,Vaibhav Global Limited,Vaibhav Global Limited,10,INDIA,,#N/A,
VAKRANGEE,INE051B01021,Vakrangee Limited,Vakrangee Limited,1,INDIA,IT,COMPUTERS - SOFTWARE MEDIUM & SMALL,
VARDHACRLC,INE116G01013,Vardhman Acrylics Limited,Vardhman Acrylics Limited,10,INDIA,,#N/A,
VARDMNPOLY,INE835A01011,Vardhman Polytex Limited,Vardhman Polytex Limited,10,INDIA,,#N/A,
VARROC,INE665L01035,,,,INDIA,,#N/A,
VASA,INE068Z01016,,,,INDIA,,#N/A,
VASCONEQ,INE893I01013,Vascon Engineers Limited,Vascon Engineers Limited,10,INDIA,INDUSTRIAL MANUFACTURING,#N/A,
VASWANI,INE590L01019,Vaswani Industries Limited,Vaswani Industries Limited,10,INDIA,,#N/A,
VBL,INE200M01013,Varun Beverages Limited,Varun Beverages Limited,10,INDIA,CONSUMER GOODS,FOOD PROCESSING,
VEDL,INE205A01025,Vedanta Limited,Vedanta Limited,1,INDIA,METALS,MINING & MINERALS,
VENKEYS,INE398A01010,Venky's (India) Limited,Venky's (India) Limited,10,INDIA,,#N/A,
VENUSREM,INE411B01019,Venus Remedies Limited,Venus Remedies Limited,10,INDIA,,#N/A,
VERTOZ,INE188Y01015,,,,INDIA,,#N/A,
VESUVIUS,INE386A01015,Vesuvius India Limited,Vesuvius India Limited,10,INDIA,,#N/A,
VETO,INE918N01018,Veto Switchgears And Cables Limited,Veto Switchgears And Cables Limited,10,INDIA,,#N/A,
VGUARD,INE951I01027,V-Guard Industries Limited,V-Guard Industries Limited,1,INDIA,INDUSTRIAL MANUFACTURING,ELECTRIC EQUIPMENT,
VHL,INE701A01023,Vardhman Holdings Limited,Vardhman Holdings Limited,10,INDIA,,#N/A,
VICEROY,INE048C01017,Viceroy Hotels Limited,Viceroy Hotels Limited,10,INDIA,SERVICES,HOTELS,
VIDEOIND,INE703A01011,Videocon Industries Limited,Videocon Industries Limited,10,INDIA,#N/A,CONSUMER GOODS - ELECTRONIC,#N/A
VIDHIING,INE632C01026,Vidhi Specialty Food Ingredients Limited,Vidhi Specialty Food Ingredients Limited,1,INDIA,CONSUMER GOODS,FOOD PROCESSING,
VIJAYABANK,INE705A01016,Vijaya Bank,Vijaya Bank,10,INDIA,FINANCIAL SERVICES,BANKS - PUBLIC SECTOR,
VIJIFIN,INE159N01027,,,,INDIA,,#N/A,
VIJSHAN,INE806F01011,Vijay Shanthi Builders Limited,Vijay Shanthi Builders Limited,10,INDIA,,#N/A,
VIKASECO,INE806A01020,Vikas EcoTech Limited,Vikas EcoTech Limited,1,INDIA,,#N/A,
VIMTALABS,INE579C01029,Vimta Labs Limited,Vimta Labs Limited,2,INDIA,,#N/A,
VINATIORGA,INE410B01029,Vinati Organics Limited,Vinati Organics Limited,2,INDIA,CHEMICALS,CHEMICALS,
VINDHYATEL,INE707A01012,Vindhya Telelinks Limited,Vindhya Telelinks Limited,10,INDIA,,#N/A,
VINYLINDIA,INE250B01029,Vinyl Chemicals (India) Limited,Vinyl Chemicals (India) Limited,1,INDIA,CHEMICALS,CHEMICALS,
VIPCLOTHNG,INE450G01024,VIP Clothing Limited,VIP Clothing Limited,2,INDIA,TEXTILES,TEXTILES - READYMADE APPARELS,
VIPIND,INE054A01027,VIP Industries Limited,VIP Industries Limited,2,INDIA,CONSUMER GOODS,PLASTICS,
VIPULLTD,INE946H01037,Vipul Limited,Vipul Limited,1,INDIA,,#N/A,
VISAKAIND,INE392A01013,Visaka Industries Limited,Visaka Industries Limited,10,INDIA,,#N/A,
VISASTEEL,INE286H01012,Visa Steel Limited,Visa Steel Limited,10,INDIA,METALS,#N/A,
VISESHINFO,INE861A01058,,,,INDIA,,#N/A,
VISHNU,INE270I01014,Vishnu Chemicals Limited,Vishnu Chemicals Limited,10,INDIA,CHEMICALS,CHEMICALS,
VIVIDHA,INE370E01029,Visagar Polytex Limited,Visagar Polytex Limited,1,INDIA,,#N/A,
VIVIMEDLAB,INE526G01021,Vivimed Labs Limited,Vivimed Labs Limited,2,INDIA,,#N/A,
VLSFINANCE,INE709A01018,VLS Finance Limited,VLS Finance Limited,10,INDIA,FINANCIAL SERVICES,FINANCE - LEASING & HIRE PURCHASE,
VMART,INE665J01013,V-Mart Retail Limited,V-Mart Retail Limited,10,INDIA,CONSUMER GOODS,RETAIL,
VOLTAMP,INE540H01012,Voltamp Transformers Limited,Voltamp Transformers Limited,10,INDIA,,#N/A,
VOLTAS,INE226A01021,Voltas Limited,Voltas Limited,1,INDIA,CONSTRUCTION,DIVERSIFIED,
VRLLOG,INE366I01010,VRL Logistics Limited,VRL Logistics Limited,10,INDIA,SERVICES,TRANSPORT & LOGISTICS,
VSCL,INE551Q01028,,,,INDIA,,#N/A,
VSSL,INE050M01012,Vardhman Special Steels Limited,Vardhman Special Steels Limited,10,INDIA,METALS,#N/A,
VSTIND,INE710A01016,VST Industries Limited,VST Industries Limited,10,INDIA,CONSUMER GOODS,CIGARETTES,CONSUMER GOODS
VSTTILLERS,INE764D01017,V.S.T Tillers Tractors Limited,V.S.T Tillers Tractors Limited,10,INDIA,,#N/A,
VTL,INE825A01012,Vardhman Textiles Limited,Vardhman Textiles Limited,10,INDIA,TEXTILES,TEXTILES - SPINNING - COTTON BLENDED,
WABAG,INE956G01038,VA Tech Wabag Limited,VA Tech Wabag Limited,2,INDIA,SERVICES,INFRASTRUCTURE - GENERAL,
WABCOINDIA,INE342J01019,WABCO India Limited,WABCO India Limited,5,INDIA,AUTOMOBILE,AUTO ANCILLARIES,
WALCHANNAG,INE711A01022,Walchandnagar Industries Limited,Walchandnagar Industries Limited,2,INDIA,,#N/A,
WANBURY,INE107F01022,Wanbury Limited,Wanbury Limited,10,INDIA,,#N/A,
WEBELSOLAR,INE855C01015,Websol Energy System Limited,Websol Energy System Limited,10,INDIA,,#N/A,
WEIZFOREX,INE726L01019,Weizmann Forex Limited,Weizmann Forex Limited,10,INDIA,,#N/A,
WEIZMANIND,INE080A01014,Weizmann Limited,Weizmann Limited,10,INDIA,,#N/A,
WELCORP,INE191B01025,Welspun Corp Limited,Welspun Corp Limited,5,INDIA,METALS,STEEL - TUBES & PIPES,
WELENT,INE625G01013,Welspun Enterprises Limited,Welspun Enterprises Limited,10,INDIA,,#N/A,
WELINV,INE389K01018,Welspun Investments and Commercials Limited,Welspun Investments and Commercials Limited,10,INDIA,,#N/A,
WELSPUNIND,INE192B01031,Welspun India Limited,Welspun India Limited,1,INDIA,TEXTILES,TEXTILES - WEAVING,
WENDT,INE274C01019,Wendt (India) Limited,Wendt (India) Limited,10,INDIA,,#N/A,
WHEELS,INE715A01015,Wheels India Limited,Wheels India Limited,10,INDIA,,#N/A,
WHIRLPOOL,INE716A01013,Whirlpool of India Limited,Whirlpool of India Limited,10,INDIA,CONSUMER GOODS,CONSUMER GOODS - WHITE GOODS,
WILLAMAGOR,INE210A01017,Williamson Magor & Company Limited,Williamson Magor & Company Limited,10,INDIA,,#N/A,
WINDMACHIN,INE052A01021,Windsor Machines Limited,Windsor Machines Limited,2,INDIA,,#N/A,
WINSOME,INE784B01035,Winsome Yarns Limited,Winsome Yarns Limited,10,INDIA,,#N/A,
WIPRO,INE075A01022,Wipro Limited,Wipro Limited,2,INDIA,IT,COMPUTERS - SOFTWARE,
WOCKPHARMA,INE049B01025,Wockhardt Limited,Wockhardt Limited,5,INDIA,PHARMA,PHARMACEUTICALS,
WONDERLA,INE066O01014,Wonderla Holidays Limited,Wonderla Holidays Limited,10,INDIA,FINANCIAL SERVICES,MISCELLANEOUS,FINANCIAL SERVICES
WSI,INE100D01014,W S Industries (I) Limited,W S Industries (I) Limited,10,INDIA,,#N/A,
WSTCSTPAPR,INE976A01021,West Coast Paper Mills Limited,West Coast Paper Mills Limited,2,INDIA,,#N/A,
XCHANGING,INE692G01013,Xchanging Solutions Limited,Xchanging Solutions Limited,10,INDIA,,#N/A,
XLENERGY,INE183H01011,XL Energy Limited,XL Energy Limited,10,INDIA,,#N/A,
XPROINDIA,INE445C01015,Xpro India Limited,Xpro India Limited,10,INDIA,,#N/A,
YESBANK,INE528G01027,Yes Bank Limited,Yes Bank Limited,2,INDIA,FINANCIAL SERVICES,BANKS - PRIVATE SECTOR,
ZEEL,INE256A01028,Zee Entertainment Enterprises Limited,Zee Entertainment Enterprises Limited,1,INDIA,MEDIA & ENTERTAINMENT,MEDIA & ENTERTAINMENT,
ZEELEARN,INE565L01011,Zee Learn Limited,Zee Learn Limited,1,INDIA,MEDIA & ENTERTAINMENT,#N/A,
ZEEMEDIA,INE966H01019,Zee Media Corporation Limited,Zee Media Corporation Limited,1,INDIA,,#N/A,
ZENITHBIR,INE318D01020,,,,INDIA,,#N/A,
ZENITHEXPO,INE058B01018,Zenith Exports Limited,Zenith Exports Limited,10,INDIA,,#N/A,
ZENSARTECH,INE520A01019,Zensar Technologies Limited,Zensar Technologies Limited,10,INDIA,IT,COMPUTERS - SOFTWARE,IT
ZENTEC,INE251B01027,Zen Technologies Limited,Zen Technologies Limited,1,INDIA,,#N/A,
ZICOM,INE871B01014,Zicom Electronic Security Systems Limited,Zicom Electronic Security Systems Limited,10,INDIA,,#N/A,
ZODIAC,INE761Y01019,,,,INDIA,,#N/A,
ZODIACLOTH,INE206B01013,Zodiac Clothing Company Limited,Zodiac Clothing Company Limited,10,INDIA,TEXTILES,TEXTILES - READYMADE APPARELS,
ZODJRDMKJ,INE077B01018,Zodiac JRD- MKJ Limited,Zodiac JRD- MKJ Limited,10,INDIA,,#N/A,
ZOTA,INE358U01012,,,,INDIA,,#N/A,
ZUARI,INE840M01016,Zuari Agro Chemicals Limited,Zuari Agro Chemicals Limited,10,INDIA,CHEMICALS,FERTILISERS,
ZUARIGLOB,INE217A01012,Zuari Global Limited,Zuari Global Limited,10,INDIA,,#N/A,
ZYDUSWELL,INE768C01010,Zydus Wellness Limited,Zydus Wellness Limited,10,INDIA,,#N/A,
ZYLOG,INE225I01026,Zylog Systems Limited,Zylog Systems Limited,5,INDIA,,#N/A,
